Compound index,SMILES,blood mean60min,bone mean60min,brain mean60min,fat mean60min,heart mean60min,intestine mean60min,kidney mean60min,liver mean60min,lung mean60min,muscle mean60min,pancreas mean60min,spleen mean60min,stomach mean60min,uterus mean60min
42276-18F3,O=S(=O)(N1CCC(Oc2cc(OCCF)c(CC(N3CCC(N4C(=O)CCc5ccccc54)CC3)=O)cc2)CC1)C,0.04,0.03,0.02,,0.07,,0.08,0.98,0.1,0.03,,,,
42279-11C-CEP-32496,N(c1cccc(Oc2ncnc3c2cc(OC)c(OC)c3)c1)C(Nc1noc(C(C)(C)C(F)(F)F)c1)=O,1.31,,0.15,,4.69,,9.77,25.23,5.16,2.63,6.97,3.35,,
42287-18FVC701,c1cccc(CN(C(c2nc3ccccc3c(-c3ccccc3)c2CF)=O)C)c1,0.02,0.56,0.2,,3.9,1.82,2.33,0.58,5.5,0.43,,3.78,,
42289-18F5,C(COc1ccc(-n2c(CCN3C(=O)c4c(OC(C)C)cccc4C3=O)nc3c(c2=O)ccc(C)c3)cc1)F,0.07,0.07,0.13,,0.08,,0.13,0.57,0.08,0.08,0.08,0.06,1.11,
42289-18F8,c1(OCF)ccc(-n2c(CCN3C(=O)c4cccc(OC(C)C)c4C3=O)nc3c(c2=O)ccc(C)c3)cc1,0.06,0.87,0.15,,0.07,,0.16,0.7,0.08,0.1,0.08,0.05,8.53,
42289-18F9,c1c(OC(*)(*)F)ccc(-n2c(CCN3C(=O)c4cccc(OC(C)C)c4C3=O)nc3c(c2=O)ccc(C)c3)c1,0.11,0.92,0.18,,0.12,,0.31,1.03,0.13,0.1,0.14,0.09,2.37,
42292-18F5,c1c(F)ccc(CN(C)C(Cn2c(=O)n(C)c3c2nc(-c2ccccc2)nc3)=O)c1,0.42,2.32,0.38,,8.03,,15.47,9.94,23.92,2.12,,10.17,,
42292-18F6,c1cc(N(C)C(Cn2c3cc(-c4ccc(F)cc4)ccc3oc2=O)=O)ccc1,0.85,2.65,0.64,,4.31,,13.35,6.48,11.24,1.82,,6.82,,
42293-18F5,CN(Cc1cn(-c2ccc(OCCCF)cc2)nn1)S(c1ccc(CN2CCOCC2)cc1)(=O)=O,,,,,,,,,,,,,,
42294-18F12,c1cc(F)ccc1C(=O)NCCCC[C@@H](C(=O)O)OC(=O)N[C@@H](CCC(=O)O)C(=O)O,1.07,0.72,,0.15,0.25,,6.97,12.5,0.85,0.27,,0.45,,
42294-18F23,c1(F)cc(Br)ccc1C(=O)NCCCC[C@@H](C(=O)O)NC(=O)O[C@@H](CCC(=O)O)C(=O)O,1.6,0.48,,0.79,0.79,,139.0,11.9,2.62,0.31,0.8,9.62,0.67,
42294-18F24,c1(F)cc(I)ccc1C(=O)NCCCC[C@@H](C(=O)O)NC(=O)O[C@@H](CCC(=O)O)C(=O)O,2.9,0.78,,0.88,1.23,,122.0,15.5,3.31,0.57,1.23,7.81,0.99,
42298-18F-AmBF3-Bu-2NI,C[N+](C)(CCCCn1c([N+]([O-])=O)ncc1)C[B-](F)(F)F,0.59,0.24,0.03,0.1,0.55,,1.01,0.87,0.47,1.32,0.61,0.38,0.18,
42312-18FIPFP,C(C(C)F)(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@@H](NC([C@H](CC(C)C)CC(=O)NO)=O)Cc1ccc(I)cc1,,,,,,,,,,,,,,
42316-18FFEM,C(COS(c1ccc(C)cc1)(=O)=O)OCCF,2.16,1.16,0.91,,1.36,8.96,14.26,17.95,0.95,0.97,,1.23,2.91,
42335-18F,c1cc(-c2nc3n(c(=O)cc(COc4cc(OCCF)ccc4)[nH]3)n2)ccc1,12.44,1.49,0.25,,3.64,9.96,20.84,25.59,6.11,1.03,1.7,1.87,0.72,
42338-77Br,c1(Br)c(C2CCN(C3C(O)C[C@@H]4CCCC[C@H]4C3)CC2)cccc1,0.04,,0.45,,0.27,,1.68,1.62,1.23,,,1.02,0.22,
42355-11C,c1ccc(OC)c(CCCCCCC(c2oc(-c3ccccn3)cn2)=O)c1,0.3,,0.88,,0.32,,6.2,,0.64,0.24,,0.37,,
42366-pictilisib,C1CN(c2nc(-c3cccc4c3cnn4C)nc3c2sc(CN2CCN(S(=O)(=O)C)CC2)c3)CCO1,1.4,0.73,0.23,,,,4.56,23.42,,0.74,,2.26,4.12,
42411-18FCP18,C(C(O)=O)C[C@H](C(N[C@H](C(N[C@H](C(N[C@H](C(NCCOCCOCCOCCOCC(=O)O)=O)C)=O)CC(=O)O)=O)C(C)C)=O)NC(=O)[C@@H](NC(=O)[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](CNC(Cn2ncc(CCCF)c2)=O)O1)CC(=O)O,0.35,,0.06,,0.18,,7.59,0.27,,0.19,,,,
42428-18F15,C[C@]12CCC3[C@@]4(C)CCC(=O)C[C@@H]4C[C@@H](CCCF)C3C1CC[C@@H]2O,0.09,0.49,,0.28,,,,1.52,0.09,0.06,,0.07,,
42428-18F7,C[C@]12CCC3[C@@]4(C)CCC(=O)C=C4C[C@@H](CCCF)C3C1CC[C@@H]2O,0.16,1.83,,0.48,,,,0.86,0.15,0.11,,0.11,,
42443-11C2,c1cc(Cn2c3ccccc3c3c2CN(C)CC3)ccc1C(=O)NO,0.77,0.77,0.27,,1.09,9.11,7.47,5.39,3.22,0.85,,1.46,3.51,
42443-18F3,c1cc(Cn2c3ccccc3c3c2CN(CCF)CC3)ccc1C(=O)NO,1.16,1.26,0.45,,1.58,10.4,4.66,4.91,2.29,0.88,,1.81,1.46,
42454-11CPF-04457845,c1cnnc(NC(N2CCC(=Cc3cccc(Oc4ncc(C(F)(F)F)cc4)c3)CC2)=O)c1,0.09,,3.42,,,,,,,,,,,
42470-18FTZ3108,c1cc(C(C2CCN([C@H]3CCN(Cc4ccc(F)cc4)C[C@@H]3O)CC2)=O)ccc1F,0.02,0.37,0.864,0.085,0.25,,2.12,2.84,1.88,0.084,1.67,2.71,,
42476-11CMFTC,c1ccnc(C)c1CC(=O)N1CCC(c2nnc(-c3ccccc3F)[nH]2)CC1,0.44,,2.78,,0.34,,12.6,4.51,5.54,0.12,,1.15,,
42898-FDiFA,c1([N+]([O-])=O)n(CC(CO)(CF)CO)ccn1,2.4,1.39,,,2.38,,6.54,3.7,,2.1,,,,
42915-18F,c1(OC)ccc(OC)c(CN(C(C)=O)c2c(Oc3ccccc3)ccc(F)c2)c1,0.29,1.28,1.12,,12.16,,10.49,1.79,34.84,1.68,,10.34,,
43013-18F,c1(C)n2c(nc(C)c1)c(CC(N(CC)CC)=O)c(-c1ccc(OCCF)cc1)n2,0.5,2.9,0.8,,17.4,,45.7,12.1,,,,,,
43014-18F,C(C(N[C@H](C(O)=O)CCC(N)=O)=O)(C)F,2.27,1.8,1.42,,2.15,1.57,2.28,1.8,1.63,1.58,1.14,1.5,1.24,
43015-18F,C1(=O)OCC2C(CC3N(C2=O)Cc2c3nc3c(c2)cc(OC)cc3)[C@@]1(O)CC,0.39,0.18,0.25,,0.28,1.1,0.53,2.0,0.48,0.21,,0.55,,
43016-18F14,[C@](C(O)=O)(N)(C)CCCCCF,2.4,1.8,0.5,0.5,2.4,,13.1,2.7,2.3,1.5,27.6,2.9,,
43016-18F15,C([C@@H](N)CCCCCF)(=O)O,3.7,2.9,4.2,0.8,4.9,,7.0,4.2,3.6,3.6,29.3,4.6,,
43038-11CDMCYS,CSC[C@@H](N)C(=O)O,1.58,0.12,1.45,,1.16,1.08,0.79,1.1,1.35,1.24,4.17,,0.91,
43038-11CPIB,c1c2sc(-c3ccc(NC)cc3)nc2ccc1O,0.47,0.06,0.23,,0.4,0.33,0.29,0.33,0.31,0.31,0.39,,0.3,
43069- 125I3,[C@@H](CCC(=O)O)(NC(=O)N[C@@H](CSC1CC(=O)N(CCCC[C@H](NC(=O)CNC(=O)c2cc(I)ccc2)C(=O)O)C1=O)C(=O)O)C(=O)O,1.0,,,,1.3,16.5,92.8,13.9,2.5,0.5,,36.5,1.0,
43108-18F1a,c1cccc2c1cc(-c1ccc(N(C)CCF)cc1)[nH]2,4.37,9.71,2.77,,3.81,11.04,3.54,4.15,3.57,,,2.71,1.09,
43123-2-18FFGlc-PSMA-18F7,FC1C(n2cc(CCC(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CC(=O)O)C(=O)O)nn2)OC(CO)C(O)C1O,0.17,,0.06,,0.12,0.08,72.0,0.27,0.24,0.86,,0.49,,
43123-6-18FFGlc-PSMA-18F8,OCC1C(n2cc(CCC(=O)NCCCC[C@@H](C(=O)O)NC(=O)N[C@@H](CC(=O)O)C(=O)O)nn2)OC(CF)C(O)C1O,0.09,,0.02,,0.05,0.21,3.2,0.43,0.19,0.14,,0.12,,
43133-18FfmPBR28-d2,c1ccc(CF)c(CN(C(C)=O)c2c(Oc3ccccc3)ccnc2)c1,,,,,,,,,,,,,,
43163-18F-THK-5035,C(F)C(Oc1cc2ccc(-c3ccc(N(CC)CC)cc3)nc2cc1)CO,,,1.32,,,,,,,,,,,
43163-18F-THK-5105,C(F)C(COc1cc2ccc(-c3ccc(N(C)C)cc3)nc2cc1)O,,,1.0,,,,,,,,,,,
43163-18F-THK-5107,N(c1ccc(-c2nc3cc(OCC(O)CF)ccc3cc2)cc1)(C)C,,,0.47,,,,,,,,,,,
43163-18F-THK-5116,C(F)C(COc1cc2ccc(-c3ccc(N)cc3)nc2cc1)O,,,0.57,,,,,,,,,,,
43163-18F-THK-5117,C(F)C(COc1cc2ccc(-c3ccc(NC)cc3)nc2cc1)O,,,0.26,,,,,,,,,,,
43163-18F-THK-5125,C(F)C(COc1cc2ccc(-c3ccc(NCC)cc3)nc2cc1)O,,,0.61,,,,,,,,,,,
43163-18F-THK-5129,C(F)C(COc1cc2ccc(-c3ccc(N(C)C)nc3)nc2cc1)O,,,1.03,,,,,,,,,,,
43163-18F-THK-5140,C(COc1cc2ccc(-c3ccc(N)cc3)nc2cc1)OCCOCCF,,,1.22,,,,,,,,,,,
43163-18F-THK-5151,C(F)C(COc1cc2ccc(-c3ccc(NC)nc3)nc2cc1)O,,,0.46,,,,,,,,,,,
43163-18F-THK-5156,N(c1ccc(-c2nc3ccc(N(C)C)cc3cc2)cc1OCC(O)CF)(C)C,,,0.26,,,,,,,,,,,
43163-18F-THK-523,C(COc1cc2ccc(-c3ccc(N)cc3)nc2cc1)F,,,1.46,,,,,,,,,,,
43163-18F-THK-5287,C(F)C(COc1cc2ccc(-c3ccc(N(C)C)cn3)nc2cc1)O,,,1.12,,,,,,,,,,,
43163-18F-THK-5307,C(F)C(COc1cc2ccc(-c3ccc(NC)cn3)nc2cc1)O,,,0.23,,,,,,,,,,,
43163-18F-THK-5377,C(COc1cc2ccc(-c3ccc(N)cc3)nc2cc1)F,,,1.33,,,,,,,,,,,
43163-18F-THK-5378,C(CCOc1cc2ccc(-c3ccc(N(C)C)cc3)nc2cc1)F,,,1.72,,,,,,,,,,,
43218-18FFACH,C(/C(=C/c1c(OC)cc(N(CCC)CCCF)cc1)C#N)(=O)O,,,,,,,,,,,,,,
43230- 11C5a,CC(C)c1c2c(C)nn(C)c2nc(NNC(Nc2cc(OC)nc(Cl)c2)=O)c1,,,,,,,,,,,,,,
43263-18F-FDDNP,FCCN(c1cc2ccc(C(C)=C(C#N)C#N)cc2cc1)C,,,2.14,,,,,,,,,,,
43263-18F-THK-5105,C(Oc1cc2ccc(-c3ccc(N(C)C)cc3)nc2cc1)C(CF)O,,,1.0,,,,,,,,,,,
43263-18F-THK-5116,C(Oc1cc2ccc(-c3ccc(N)cc3)nc2cc1)C(CF)O,,,0.57,,,,,,,,,,,
43263-18F-THK-5117,C(Oc1cc2ccc(-c3ccc(NC)cc3)nc2cc1)C(CF)O,,,0.26,,,,,,,,,,,
43263-18F-THK-523,C(COc1cc2ccc(-c3ccc(N)cc3)nc2cc1)F,,,1.46,,,,,,,,,,,
43287-18FFmpp1,CC(C)(C)n1c(=O)c(Cl)c(OCc2cc(Cn3cc(COCCF)nn3)ccc2)cn1,5.48,10.79,,,10.0,,7.19,7.91,4.56,6.29,,3.74,,
43287-18FFmpp2,CC(C)(C)n1c(=O)c(Cl)c(OCc2cc(Cn3cc(COCCOCCF)nn3)ccc2)cn1,3.65,5.07,,,18.2,,10.5,5.1,4.21,8.25,,3.67,,
43287-18FFmpp3,CC(C)(C)n1c(=O)c(Cl)c(OCc2cc(Cn3cc(COCCOCCOCCF)nn3)ccc2)cn1,5.03,6.48,,,13.0,,7.42,4.02,4.69,10.0,,3.96,,
43301-18FTriacoxib,c1c(C)nn(-c2ccc(S(=O)(=O)C)cc2)c1-n1cc(-c2ccc(F)cc2)nn1,,1.93,1.07,,,,,12.15,2.58,1.87,,,,
43304-2S5R-18FFASu,C([C@H](CC[C@H](CCC(O)=O)F)N)(O)=O,0.67,1.69,0.13,0.04,0.3,,16.6,0.95,2.69,0.23,27.0,3.98,1.41,6.93
43304-2S5S-18FFASu,C([C@H](CC[C@@H](CCC(O)=O)F)N)(O)=O,0.49,0.96,0.11,0.03,0.23,,0.74,0.68,1.62,0.15,26.1,3.12,1.16,4.28
43307-2-77Br-BAMP,C(C)(Cc1ccccc1Br)(C(O)=O)N,0.55,,,,0.74,0.56,3.15,0.89,0.77,,3.28,0.6,0.21,
43307-4-77Br-BAMP,C(C)(Cc1ccc(Br)cc1)(C(O)=O)N,2.96,,,,3.63,1.98,22.0,3.53,3.07,,19.37,3.61,0.94,
43308-18F-FNDP,c1ccc(C(c2ccccc2)CCNC(c2ccc(F)nc2)=O)cc1,,,0.52,,,,,,,,,,,
43340-18F-KS1,C(=C1\C(O)=C(OCc2ccc(OCCF)cc2)C(=O)O1)\CCl,,,,,,,,,,,,,,
43358-4-18F-FGln,F[C@H](C[C@H](N)C(=O)O)C(N)=O,2.98,4.13,1.2,,3.53,6.3,3.23,4.63,2.46,2.72,,,,
43359-11C-CS1P1,c1cc(CN(CCC(=O)O)C)c(F)cc1-c1noc(-c2ccc(-c3ccccc3C)c(C(F)(F)F)c2)n1,1.04,0.03,2.66,0.13,1.17,,28.91,40.24,2.61,0.37,1.17,1.14,0.98,
43362-18F-ET-OTSSP167,CN(C[C@H]1CC[C@H](Nc2c(C(C)=O)cnc3c2nc(-c2cc(Cl)c(OCF)c(Cl)c2)cc3)CC1)C,5.15,6.52,2.91,,4.79,,12.4,19.8,11.2,4.07,,37.8,4.87,
43367-11C-PIB,c1cc(NC)ccc1-c1sc2cc(O)ccc2n1,0.11,,0.12,,,,0.89,0.57,,,,,,
43367-18F-flutemetamol,c1(F)c(NC)ccc(-c2sc3c(n2)ccc(O)c3)c1,0.21,0.04,0.2,,,,0.82,0.54,,,,,,
43371-(+)11C-OMDV,C1(O)C[C@H]2CCCC[C@@H]2CC1N1CCC(c2ccccc2C)CC1,0.02,,0.36,,,,,,,,,,,
43371-(-)11C-OMDV,C1(O)C[C@H]2CCCC[C@@H]2CC1N1CCC(c2ccccc2C)CC1,0.02,,0.53,,,,,,,,,,,
43373-18F-B-MET,CSCC[C@H]([B-](F)(F)F)[NH3+],1.298,1.6,0.211,,1.312,1.769,5.038,17.03,2.961,1.174,8.603,1.962,1.443,
43379-18F-FDG-folate,c1c(I)ccc(CCCC(=O)NCCCC[C@@H](C(O)=O)NC(C(Cc2cn([C@H]3[C@@H](F)C(O)[C@H](O)C(CO)O3)nn2)NC(CC[C@@H](C(O)=O)NC(c2ccc(NCc3cnc4c(c(=O)[nH]c(N)n4)n3)cc2)=O)=O)=O)c1,8.2,1.62,,,4.6,4.71,13.4,9.34,4.67,1.51,,1.48,2.26,
43400-18F-FPGLU,CC(C(N[C@@H](CCC(=O)O)C(=O)O)=O)F,1.54,0.75,0.89,,1.27,1.03,3.25,2.07,1.17,0.74,0.77,0.99,0.94,
43418-18F4,c1cc(C(OCCOCC)=O)c(-c2c3c(oc4c/c(=N/CC)c(C)cc2-4)cc(N(C)CC)c(C)c3)cc1,0.07,0.29,,,1.32,,7.9,0.15,0.58,0.12,,2.01,,
43422-18F4b,C(F)C1O[C@@H](n2cc(C[C@H]3C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@H](Cc4ccccc4)C(=O)N3)nn2)C(O)[C@@H](O)[C@@H]1O,0.09,0.23,0.07,,0.26,0.6,1.69,2.46,0.43,0.68,,0.49,,
43422-18F4e,OCC1O[C@@H](n2nnc(C[C@@H]3NC(=O)[C@@H](Cc4ccccc4)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC3=O)c2)C(O)[C@@H](O)[C@@H]1OC1OC(CF)[C@@H](O)C(O)[C@@H]1O,0.27,0.28,0.14,,0.25,0.57,1.01,0.95,0.5,0.3,0.19,0.45,,
43425-18F-6,c1cc(NCc2cnc3c(c(=O)[nH]c(N)n3)n2)nc(F)c1C(=O)N[C@@H](CCC(=O)O)C(=O)O,0.55,1.57,,,1.89,1.9,53.6,10.59,1.52,1.24,,1.85,2.83,
43447-2-18FFEtOH,C(O)CF,6.84,4.78,7.33,,6.46,,5.83,5.26,6.13,5.23,3.94,5.57,3.78,5.59
43447-3-18FFPrOH,C(CO)CF,1.69,31.3,2.56,,2.29,,1.33,1.69,1.48,1.96,0.53,1.01,1.05,1.45
43461-131I-IUdR,O=C1C(I)=CCN([C@@H]2O[C@H](CO)[C@H](O)C2)C(=O)N1,3.61,1.49,0.31,,1.01,,2.78,1.4,1.84,1.21,2.32,4.71,17.94,
43461-131IICdR,NC1=NC(=O)N([C@@H]2O[C@H](CO)[C@H](O)C2)CC=C1I,3.87,0.76,0.19,,1.21,,2.74,1.26,1.52,0.7,1.76,3.88,8.62,
43476-11C1,c1c2c(Nc3ccc(Oc4ccc5ncnn5c4)c(C)c3)ncnc2ccc1NC1=NC(C)(C)CO1,,,0.08,,0.62,,5.39,9.83,,0.33,,,,
43483- 11C-L-CMTP,COc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1,2.1,1.14,1.39,,2.08,2.26,8.5,10.58,1.96,1.12,12.14,1.82,1.64,
43484-11C1,c1cc(-c2c(-c3ccc(OCc4c(OC)cc5ccccc5n4)cc3)nn(C)c2)ccn1,0.275,,0.095,0.5,0.199,,1.275,6.398,0.299,0.142,,,,
43484-11C2,c1c(-c2c(-c3ccc(OCc4cc(OC)c5ccccc5n4)cc3)nn(C)c2)ccnc1,0.152,,0.057,0.278,0.121,,0.758,8.941,0.163,0.084,,,,
43484-11C3,c1c(-c2c(-c3ccc(OCc4ccc5cc(OC)ccc5n4)cc3)nn(C)c2)ccnc1,0.21,,0.074,0.135,0.182,,0.637,1.724,0.249,0.129,,,,
43484-11C4,c1(-c2cnn(C)c2-c2ccc(OCc3cc(OC)c4ccccc4n3)cc2)ccncc1,0.067,,0.015,0.139,0.103,,0.575,4.588,0.107,0.052,,,,
43489-18F-BQ2,C(CF)Oc1c2c(ccc1)ccc(/C=N/N=C/c1ccc3c(n1)c(OC)ccc3)n2,6.64,1.93,1.35,,3.95,12.4,5.83,7.45,4.39,,2.16,2.22,5.41,
43502-18F13d,c1([C@@H]2[C@H](CN(C)C)C3N(CCCCCF)C(CC3)C2)ccc(Cl)cc1,,,,,,,,,,,,,,
43502-18F6b,C(CF)N(C)C[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,,,,,,,,,,,,,,
43502-18F6d,C(CCF)N(C)C[C@@H]1C2CCC(C[C@@H]1c1ccc(Cl)cc1)N2C,,,,,,,,,,,,,,
43506-125I-DMIC,C(\c1ccc(N(C)C)cc1)=C/C(c1ccc(I)cc1)=O,,,,,,,,,,,,,,
43506-125I-IMC,C(\c1ccc(N(C)C)cc1)=C/C(c1ccc(I)cc1)=O,,,,,,,,,,,,,,
43506-18F-Florbetapir,C(COCCOCCOc1ccc(/C=C/c2ccc(NC)cc2)cn1)F,,,,,,,,,,,,,,
43506-18F-FMC,C(\c1ccc(NC)cc1)=C/C(c1ccc(F)cc1)=O,,,,,,,,,,,,,,
43530-18FDCFPyL,c1c(F)ncc(C(NCCCC[C@@H](C(=O)O)NC(N[C@@H](CCC(O)=O)C(=O)O)=O)=O)c1,0.72,0.35,,0.84,0.32,,128.13,3.48,1.41,0.36,0.61,5.61,0.5,
43530-18FYC-88,C(C[C@H](NC(N[C@@H](CCCCNC(=O)CCC)C(=O)O)=O)C(=O)O)C(=O)O.n1(F)ccnn1,0.29,0.16,,0.31,0.18,,20.08,1.73,0.49,0.11,0.16,0.69,0.34,
43546-125I-1,c1ccc(I)c(N2CCN(C(c3cc(S(Nc4ccc(CCCC)cc4)(=O)=O)ccc3C)=O)CC2)c1,0.71,1.21,0.03,,0.12,38.13,0.88,13.3,0.17,8.21,,0.05,0.65,
43555- C3-7α-18FFES,c1ccc(I)c(N2CCN(C(c3cc(S(Nc4ccc(CCCC)cc4)(=O)=O)ccc3C)=O)CC2)c1,0.42,8.71,0.25,0.82,0.49,,1.25,2.54,0.61,0.4,1.43,0.38,,3.11
43560-FAC,O(C(=O)CF)CC,,,1.36,,1.71,,1.41,1.42,1.46,,1.02,1.34,1.08,
43585-18F7,c12c(cc(OC)c(OC)c1)CN(CCCCCCNC(c1cc(C)ccc1OCCF)=O)CC2,1.65,0.89,0.2,,1.59,,5.59,14.5,2.63,0.53,41.0,3.09,,
43608-18F-AMBF3-TATE,c1c(C[C@@H]2NC(=O)C(NC([C@H](NC(Cn3nnc(C[N+](C[B-](F)(F)F)(C)C)c3)=O)Cc3ccccc3)=O)CSSCC(C(N[C@H](C(O)=O)[C@@H](C)O)=O)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H](CCCCN)NC(=O)C(Cc3c4c([nH]c3)cccc4)NC2=O)ccc(O)c1,0.72,0.46,0.03,,0.17,,4.9,0.39,1.85,0.11,2.81,0.42,,0.26
43643-11C-CB184,C(N(C(Cc1c(-c2ccc(OC)cc2)nc2c(Cl)cc(Cl)cn12)=O)CCC)CC,0.64,,,,7.72,5.08,11.69,6.66,13.82,,3.57,10.08,,
43643-11C-CB190,C(N(C(Cc1c(-c2ccc(OC)cc2)nc2c(Cl)cc(Cl)cn12)=O)CCCC)CCC,0.59,,,,10.55,3.48,8.98,2.09,51.52,,3.24,4.31,,
43692-18F-FPDOPA,c1c(CC(C(O)=O)NC(C(C)F)=O)ccc(O)c1O,3.49,2.9,1.78,,2.91,,4.17,3.06,2.65,2.61,2.11,2.38,2.69,
43701-18F‐PSMA‐1007,c1c(CC(C(O)=O)NC(C(C)F)=O)ccc(O)c1O,0.77,,0.1,,1.45,,142.08,1.14,2.09,0.94,,12.44,,
43705-DMCYS,C(O)(=O)[C@@H](CSC)N,0.4,,0.26,,0.16,,0.1,0.17,0.15,0.24,1.13,,0.11,
43705-LMCYS,C(O)([C@H](CSC)N)=O,0.29,,0.13,,0.31,,0.29,0.53,0.27,0.38,2.29,,0.28,
43805-11C2,c1cc(OC)ccc1C(C1CCN([C@H]2Cc3ccccc3C[C@@H]2O)CC1)=O,0.206,,0.201,0.618,0.156,,0.472,1.704,0.34,0.094,0.714,0.35,,
43805-11C6,c1cc(OC)ncc1C(C1CCN([C@H]2Cc3ccccc3C[C@@H]2O)CC1)=O,0.177,,0.178,0.28,0.202,,0.757,1.553,0.559,0.161,0.664,0.47,,
43809-11C8,C1CN([C@@H]2Cc3ccccc3C[C@H]2O)CCC1C(c1ccc(SC)cc1)=O,0.1,,0.15,0.43,0.22,,1.05,3.56,0.64,0.15,0.94,0.6,,
43809-18F14a,c1c(C(C2CCN([C@@H]3Cc4ccccc4C[C@H]3O)CC2)=O)ccc(SCCF)c1,0.2,1.69,0.45,0.32,0.32,,1.18,2.44,0.92,0.19,1.37,0.87,,
43813-18FFPBZA,CCN(CCNC(c1ccc(OCCOCCOCCF)cc1)=O)CC,2.91,2.93,2.07,,2.9,,3.44,2.67,2.37,1.87,2.09,2.37,2.11,
43838-18FFBPG,c1c(F)ccc(-c2ccc(NC(CC[C@@H](C(=O)O)N)=O)cc2)c1,4.24,0.67,0.38,1.21,1.5,,14.46,4.44,3.75,0.48,,2.07,0.85,
43838-18FFPG,c1c(F)ccc(NC(CC[C@@H](C(=O)O)N)=O)c1,2.56,2.39,1.35,1.02,11.13,,4.66,4.14,2.17,1.72,,1.61,1.57,
43846-123I-CMICE-013A,I[C@@]([C@H]1Cc2c(ccc3c2OC2C(c4c(cc(OC)c(OC)c4)OC2)C3=O)O1)(CO)C,,,,,,,,,,,,,,
43846-123I-CMICE-013B,c1(OC)c(OC)cc2c(c1)C1C(=O)c3ccc4c(c3OC1CO2)C[C@H]([C@](CO)(CI)C)O4,,,,,,,,,,,,,,
43846-123I-CMICE-013C,c1(OC)c(OC)cc2c(c1)C1C(=O)c3ccc4c(c3OC1CO2)CC([C@](CI)(C)O)O4,,,,,,,,,,,,,,
43846-123I-CMICE-013D,c1(OC)c(OC)cc2c(c1)C1C(=O)c3ccc4c(c3OC1CO2)C[C@H]([C@@](CI)(C)O)O4,,,,,,,,,,,,,,
43850-18F-1,C(CN(c1ccc(/C=C/c2nc3ccccc3o2)cc1)C)F,0.56,0.74,0.44,,0.51,13.66,0.49,0.5,0.51,0.28,0.32,0.37,0.44,
43918-125I13,c1c(NC)ccc(/C=C2/C(=O)c3c(ccc(I)c3)N2)c1,1.95,,0.23,,2.65,9.86,10.01,6.26,,,1.4,7.75,2.92,
43918-125I14,c1c(N(C)C)ccc(/C=C2/C(=O)c3c(ccc(I)c3)N2)c1,2.23,,0.36,,2.11,10.7,7.55,8.9,,,0.94,2.17,3.8,
43918-125I6,c1cc(I)cc2c1NC(=O)/C2=C\c1ccc(N(C)C)cc1,0.69,,0.44,,0.61,12.11,2.51,6.89,,,0.6,0.66,3.57,
43929-18F-ML-8,CC(C(=O)O)(C(=O)O)CCCF,1.04,6.71,0.1,,0.64,0.41,3.29,1.21,0.77,0.39,0.47,0.38,0.4,
43952-18F12b,c1cc(OCCF)c(C(F)(F)F)cc1-c1onc(-c2ccc(Cn3cc(CO)nn3)cc2)n1,0.36,0.45,0.71,0.69,1.05,,1.91,4.21,1.67,0.51,1.52,1.27,,
44029-11CIva,CCC(C(O)=O)(C)N,5.45,2.56,1.07,,3.08,4.53,21.86,4.85,3.95,1.41,50.06,4.76,9.46,
44042-18F1,FCC1c2ccccc2C2(CCN(Cc3ccccc3)CC2)O1,0.28,1.18,4.27,2.02,2.96,,6.03,3.98,8.32,0.97,9.27,5.3,1.77,
44107-18F-1b,C(C(CN)c1cc(OCc2cc(F)ncc2)c(Cl)cc1)C(=O)O,,,0.125666666666667,,,,,,,,,,,
44142-11C-D-1MTrp,C(O)(=O)[C@@H](Cc1c2c(n(C)c1)cccc2)N,0.32,,0.15,,0.3,0.32,1.16,0.37,0.28,0.33,1.03,0.32,,
44142-11C-L-1MTrp,C([C@H](Cc1c2c(n(C)c1)cccc2)N)(O)=O,0.5,,0.31,,0.47,0.46,0.74,0.54,0.43,0.45,2.27,0.48,,
44146-18F-SMBT-1,[C@H](COc1cc2ccc(-c3ccc(C)nc3)nc2cc1)(CF)O,0.28,0.66,0.2,,0.21,,0.29,1.35,0.22,0.23,,0.16,2.48,
44167-11C-3,C1C[C@H](C(c2ccc3nc(C)c(CC)cc3c2)=O)CC[C@@H]1OC,0.2,,0.09,,,,,,,,,,,
44167-11C-4,C1C[C@H](C(c2ccc3nc(F)c(CC)cc3c2)=O)CC[C@@H]1OC,0.07,,0.06,,,,,,,,,,,
44184-18F-1,c1cc(/C=C/c2nnn(CCF)c2)ccc1N(C)C,1.27,0.94,0.52,,0.81,,3.7,3.47,1.04,0.51,,0.6,,
